"gender","Dependents","tenure","PhoneService","MultipleLines","InternetService","StreamingTV","StreamingMovies","Contract","PaymentMethod","MonthlyCharges","TotalCharges","DailyCharges","Churn"
"Male","No",36,"Yes","No","DSL",NA,"Yes","One year","Mailed check",65.4,2498.4,13.08,"Yes"
"Female","No",25,"No","No phone service","DSL","Yes","No","Month-to-month","Bank transfer (automatic)",70.3,853,14.05,"Yes"
"Male","Yes",32,"Yes","No","Fiber optic",NA,"Yes","One year","Electronic check",90.8,1415.425,18.16,"No"
"Male","Yes",61,NA,NA,"DSL","No","No","Two year","Bank transfer (automatic)",68.05,1415.425,13.61,"No"
"Female","No",22,"Yes","Yes","Fiber optic",NA,"No","Month-to-month","Bank transfer (automatic)",74.4,1692.6,14.88,"Yes"
"Male","No",4,"Yes","Yes","No","No internet service","No internet service","One year","Credit card (automatic)",24.1,1415.425,4.82,"No"
"Female","No",72,NA,NA,"No","No internet service","No internet service","Two year","Bank transfer (automatic)",21.15,1419.4,4.23,"No"
"Female","Yes",39,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Mailed check",100.55,3895.35,20.11,"No"
"Female","No",71,"Yes","Yes",NA,"Yes","Yes","Two year","Bank transfer (automatic)",87.95,1415.425,17.59,"No"
"Female","Yes",44,NA,"No",NA,"No","No","One year","Bank transfer (automatic)",54.15,701.05,10.83,"No"
"Female","No",13,"Yes",NA,"Fiber optic",NA,"No","Month-to-month","Electronic check",70.3,916.75,14.05,"Yes"
"Female","Yes",15,"Yes","No","No","No internet service","No internet service","One year",NA,20.35,335.95,4.07,"No"
"Female","No",20,"Yes","Yes","Fiber optic","Yes",NA,NA,"Bank transfer (automatic)",89.1,1879.25,17.82,"No"
"Female","No",11,"Yes","No","DSL","No","No","Month-to-month","Electronic check",44.05,483.7,8.81,"Yes"
"Female","No",2,"No","No phone service","DSL","No","No","Month-to-month","Electronic check",24.35,41.85,4.87,"Yes"
"Male","Yes",60,"No","No phone service","DSL",NA,"Yes","Month-to-month","Electronic check",49.75,3069.45,9.95,"No"
"Female","No",13,"Yes","No","DSL","No","No","One year","Electronic check",43.8,592.65,8.76,"No"
"Male","No",14,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",70.3,1185,14.05,"No"
"Female","No",72,"Yes","Yes","Fiber optic",NA,NA,"Two year","Electronic check",99.4,1415.425,19.88,"No"
"Male","Yes",5,"Yes","No","DSL","No","No","Month-to-month","Credit card (automatic)",55.8,300.4,11.16,"No"
"Female","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",101.3,2974.5,20.26,"No"
"Male","Yes",67,"Yes","No","DSL","No","Yes","Two year","Bank transfer (automatic)",65.55,4361.55,13.11,"No"
"Female","Yes",64,NA,"No","DSL","Yes","Yes","Two year","Electronic check",79.2,1415.425,15.84,"No"
"Male","Yes",69,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",70.3,6194.1,14.05,"No"
"Female","No",5,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Electronic check",70.3,424.75,14.05,"No"
"Female","No",52,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",102.7,1415.425,20.54,NA
"Female","No",39,"No","No phone service","DSL","No","No","One year","Bank transfer (automatic)",41.15,1700.9,8.23,"No"
"Female","No",26,"Yes","Yes","DSL","No","Yes","Month-to-month","Electronic check",66.05,1652.4,13.21,"No"
"Female","No",9,"Yes","No","Fiber optic","No","No",NA,"Electronic check",74.85,708.2,14.97,"No"
"Male","Yes",66,"Yes","Yes","DSL","Yes",NA,"Two year","Mailed check",84,5714.25,16.8,"No"
"Male","Yes",53,"Yes",NA,"DSL",NA,"Yes","One year","Mailed check",70.3,1415.425,14.05,"No"
"Male","No",3,"Yes","No","DSL","Yes","No","Month-to-month","Mailed check",55.15,1415.425,11.03,"Yes"
"Male","No",37,"Yes","Yes","DSL","Yes","Yes","One year","Mailed check",79.25,2911.8,15.85,"No"
"Female","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Bank transfer (automatic)",117.6,8308.9,23.52,"No"
"Male","No",1,NA,"No","Fiber optic","No","No","Month-to-month","Mailed check",70.3,69.4,14.05,NA
"Female","No",3,"Yes",NA,"Fiber optic","Yes","Yes","Month-to-month","Electronic check",97.9,315.3,19.58,"Yes"
"Female","No",71,"Yes","Yes","Fiber optic","Yes",NA,"One year","Electronic check",105.9,7521.95,21.18,"No"
"Male","No",60,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.95,1258.15,3.99,"No"
"Female","No",27,"Yes","No","No","No","No internet service","Month-to-month","Bank transfer (automatic)",75.2,1929.35,15.04,"Yes"
"Male","Yes",25,"Yes","No","No","No internet service","No internet service","One year","Electronic check",19.6,411.15,3.92,"No"
"Male","No",50,"Yes","Yes","DSL",NA,"Yes","Two year","Mailed check",79.6,4024.2,15.92,"No"
"Female","No",42,"Yes","Yes","DSL","No","No","Month-to-month","Electronic check",55.65,2421.75,11.13,"No"
"Male","Yes",12,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Mailed check",70.3,1162.85,14.05,"Yes"
"Male","No",12,"Yes","Yes",NA,"No","No","Month-to-month","Mailed check",72.6,154.3,14.52,"No"
"Male","Yes",56,"Yes","No","No","No internet service","No internet service","One year","Mailed check",21.2,1238.65,4.24,"No"
"Male","No",53,NA,NA,"Fiber optic","No","Yes","Month-to-month",NA,93.9,5029.2,18.78,"Yes"
"Female","No",14,"Yes",NA,"Fiber optic","No","Yes","Month-to-month","Electronic check",86.3,1180.95,17.26,"Yes"
"Male","No",35,"Yes",NA,"Fiber optic","Yes","No","Month-to-month","Electronic check",95.5,3418.2,19.1,"No"
"Female","No",14,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",75.35,1025.95,15.07,"Yes"
"Male","Yes",49,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Bank transfer (automatic)",93.85,4733.1,18.77,NA
"Male","No",67,"Yes","No","DSL","Yes","Yes","Two year","Credit card (automatic)",81.35,5398.6,16.27,"No"
"Male","No",70,"No","No phone service","DSL","No","Yes","One year","Bank transfer (automatic)",51.05,3635.15,10.21,"No"
"Female","Yes",72,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",20.05,1423.65,4.01,"No"
"Female","Yes",14,"Yes","Yes","No","No internet service","No internet service",NA,"Mailed check",25.55,372.45,5.11,NA
"Female","No",9,"No","No phone service","DSL","Yes","Yes",NA,"Electronic check",48.75,442.2,9.75,"Yes"
"Male","No",12,"Yes",NA,"Fiber optic","Yes","Yes","Month-to-month","Electronic check",105.3,7299.65,21.06,"Yes"
"Male","No",59,"Yes","No","DSL","No","Yes",NA,NA,70.3,3645.5,14.05,"No"
"Male","No",12,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Credit card (automatic)",96.9,1415.425,19.38,"No"
"Female","Yes",11,"Yes","No","Fiber optic",NA,"Yes","Month-to-month","Electronic check",70.3,1120.3,14.05,"Yes"
"Female","No",1,"Yes","No","DSL","No","No","Month-to-month","Electronic check",45,45,9,"No"
"Male","Yes",1,"Yes","No","DSL","No","Yes",NA,"Mailed check",70.3,59.55,14.05,"No"
"Male","No",29,"Yes","No","No","No internet service","No","Month-to-month",NA,89.65,2623.65,17.93,"No"
"Female","No",56,"Yes","Yes","Fiber optic","Yes","No","Two year","Bank transfer (automatic)",99.9,5706.3,19.98,"No"
"Female","Yes",53,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Bank transfer (automatic)",70.3,5935.1,14.05,"No"
"Female","No",39,"Yes","No","DSL","Yes","No","One year","Credit card (automatic)",58.6,2224.5,11.72,"No"
"Male","No",56,"Yes","Yes",NA,"No","No","Month-to-month","Electronic check",86.4,4922.4,17.28,"No"
"Male","Yes",44,"Yes","Yes","No","No internet service","No internet service","One year","Mailed check",23.95,1216.35,4.79,"No"
"Female","Yes",59,"Yes","Yes","DSL","Yes","Yes","Two year","Credit card (automatic)",90.3,5194.05,18.06,"No"
"Male","No",6,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Bank transfer (automatic)",87.95,522.35,17.59,"No"
"Male","Yes",63,"No","No phone service","DSL","No","No","One year","Bank transfer (automatic)",40.6,2588.95,8.12,"No"
"Female","No",3,"Yes",NA,"DSL",NA,"No",NA,"Electronic check",63.6,155.65,12.72,"Yes"
"Female","Yes",39,NA,"No","Fiber optic","No","No",NA,"Bank transfer (automatic)",81.5,3107.3,16.3,"No"
"Female","No",12,"Yes","Yes",NA,"No","Yes","Month-to-month","Electronic check",84,613.4,16.8,"Yes"
"Female","No",7,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",73.85,511.25,14.77,"Yes"
"Male","No",33,"Yes",NA,"Fiber optic","No","Yes","Month-to-month","Bank transfer (automatic)",95.3,1415.425,19.06,"No"
"Male","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Bank transfer (automatic)",95.95,4456.65,19.19,NA
"Male","No",61,"Yes","Yes","No","No internet service","No internet service","Two year","Bank transfer (automatic)",70.3,1501.75,14.05,"No"
"Male","No",22,"Yes","No","Fiber optic","No","No",NA,NA,69.7,1490.4,13.94,"No"
"Male","No",52,"Yes","Yes","DSL","No","No","Month-to-month","Bank transfer (automatic)",61.35,3169.55,12.27,"No"
"Male","No",3,"Yes","No","No","No internet service","No internet service","One year",NA,19.45,69.25,3.89,"No"
"Male","Yes",15,"Yes","No",NA,"Yes","Yes","One year","Electronic check",101.9,1667.25,20.38,"No"
"Male","No",63,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",70.3,1234.8,14.05,"No"
"Female","No",3,"Yes","No","Fiber optic","No",NA,"Month-to-month","Electronic check",70.25,1415.425,14.05,NA
"Male","No",22,"No","No phone service","DSL","No","Yes","One year","Bank transfer (automatic)",43.75,903.6,8.75,"Yes"
"Female","No",10,"Yes","No","DSL","Yes","Yes","Month-to-month","Credit card (automatic)",67.8,1415.425,13.56,NA
"Female","No",51,NA,"No",NA,"Yes","No","One year","Electronic check",93.5,4619.55,18.7,"No"
"Male","No",44,"Yes","No","Fiber optic",NA,"Yes","One year","Electronic check",106.05,1415.425,21.21,"No"
"Female","No",29,"Yes","No","DSL","No","Yes",NA,"Bank transfer (automatic)",68.85,1970.5,13.77,"Yes"
"Male","No",47,"Yes",NA,"Fiber optic","No","No",NA,"Bank transfer (automatic)",83.35,4065,16.67,"Yes"
"Male","No",52,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Credit card (automatic)",70.3,5088.4,14.05,"No"
"Female","Yes",9,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Electronic check",83.3,803.3,16.66,"Yes"
"Male","Yes",71,NA,"No",NA,"Yes","Yes","Two year","Credit card (automatic)",73.35,5154.5,14.67,"No"
"Female","No",4,"No","No phone service","DSL","No","No","Month-to-month","Electronic check",24.45,86.6,4.89,"Yes"
"Male","No",64,"Yes","No","DSL","No",NA,"Two year","Bank transfer (automatic)",70.95,4741.45,14.19,"No"
"Male","No",2,"Yes","Yes","No","No internet service","No internet service",NA,"Mailed check",24.85,62,4.97,"No"
"Male","No",1,"Yes","No","Fiber optic","Yes","No","Month-to-month","Electronic check",79.05,79.05,15.81,"Yes"
"Male","No",13,"Yes","No","Fiber optic","Yes","No","Month-to-month","Electronic check",83.2,1060.6,16.64,"Yes"
"Female","No",1,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Mailed check",20.2,20.2,4.04,"Yes"
"Female","No",4,"Yes","No","Fiber optic","No","Yes",NA,"Bank transfer (automatic)",70.3,387.2,14.05,"Yes"
"Female","Yes",69,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Credit card (automatic)",113.25,7895.15,22.65,"No"
"Female","Yes",44,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",99.8,1415.425,19.96,"No"
"Female","No",12,"Yes",NA,"Fiber optic","Yes","No","Month-to-month","Bank transfer (automatic)",70.3,4959.6,14.05,"No"
"Female","No",40,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.1,1415.425,3.82,"No"
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.3,19.3,3.86,"Yes"
"Male","No",59,"Yes","No","DSL","Yes",NA,"Month-to-month","Electronic check",64.65,3735.45,12.93,"No"
"Male","No",62,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",96.75,1415.425,19.35,"Yes"
"Female","No",54,"Yes","Yes","Fiber optic","Yes","Yes","One year","Bank transfer (automatic)",115.6,1415.425,23.12,"No"
"Female","No",1,"No","No phone service","DSL","Yes","No","Month-to-month","Electronic check",35.75,35.75,7.15,"Yes"
"Male","No",6,"Yes","No","DSL","Yes","Yes","Month-to-month","Credit card (automatic)",78.65,483.3,15.73,"No"
"Male","No",18,"No","No phone service","DSL","No","No","Month-to-month","Mailed check",33.6,550.35,6.72,"No"
"Male","No",26,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",80.5,1415.425,16.1,"Yes"
"Female","No",10,"Yes","No","Fiber optic","Yes","No","Month-to-month","Mailed check",84.7,832.05,16.94,"Yes"
"Male","No",14,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",95.6,1273.3,19.12,"No"
"Male","Yes",28,"Yes","Yes","DSL",NA,"Yes","Month-to-month","Electronic check",70.3,1802.15,14.05,"No"
"Female","No",72,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",25,1849.2,5,"No"
"Female","No",43,"Yes","No","DSL","No","No","One year","Electronic check",55.45,2444.25,11.09,"No"
"Male","No",1,"Yes","No","DSL","No","No","Month-to-month","Mailed check",70.3,1415.425,14.05,NA
"Male","Yes",72,"Yes","No",NA,"Yes",NA,"Two year",NA,104.9,7559.55,20.98,"No"
"Female","No",4,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month",NA,95.45,396.1,19.09,"Yes"
"Male","No",12,"Yes","No","Fiber optic","No","No","Month-to-month",NA,85.95,2107.15,17.19,"No"
"Female","No",11,"Yes","No","DSL",NA,"Yes","Month-to-month","Electronic check",64.9,716.1,12.98,NA
"Male","Yes",22,NA,"No","No","No internet service","No internet service","One year","Mailed check",19.6,422.5,3.92,"No"
"Male","No",3,NA,"No","Fiber optic","No","No","Month-to-month","Electronic check",69.65,220.1,13.93,"Yes"
"Female","No",72,"Yes","Yes","Fiber optic","Yes",NA,"Two year","Bank transfer (automatic)",103.95,7556.9,20.79,"No"
"Male","Yes",42,"No","No phone service","DSL",NA,"No","Two year","Credit card (automatic)",70.3,2032.3,14.05,"No"
"Male","Yes",30,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",19.55,1415.425,3.91,NA
"Female","No",2,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",70.3,31.55,14.05,"Yes"
"Female","No",1,NA,"No","DSL","No","No","Month-to-month","Electronic check",45.8,45.8,9.16,"Yes"
"Male","No",44,"No","No phone service","DSL",NA,"No","One year","Mailed check",35.35,1317.95,7.07,"No"
"Female","No",12,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",98.7,973.25,19.74,"Yes"
"Male","No",12,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",80.15,2265.25,16.03,"Yes"
"Female","Yes",7,"No","No phone service","DSL","No","No","Month-to-month","Bank transfer (automatic)",25.05,189.95,5.01,"No"
"Female","Yes",21,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",20.75,452.2,4.15,"No"
"Female","No",12,"Yes","No","No","No internet service","No internet service","Two year","Electronic check",20.05,264.55,4.01,"No"
"Female","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.55,70.55,14.11,"Yes"
"Female","Yes",12,NA,"No","No","No internet service","No internet service",NA,"Bank transfer (automatic)",70.3,224.5,14.05,"No"
"Female","No",12,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",69.25,69.25,13.85,"Yes"
"Male","No",12,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",94.5,2979.2,18.9,"No"
"Male","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Credit card (automatic)",108.55,7616,21.71,"No"
"Male","No",58,"Yes","No",NA,"Yes","Yes","One year","Bank transfer (automatic)",99.15,5720.95,19.83,"No"
"Male","No",71,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",109.6,7854.15,21.92,"No"
"Female","Yes",15,"Yes","No","No","No","No internet service","Month-to-month","Electronic check",46.3,1415.425,9.26,"No"
"Male","No",59,"Yes","Yes","DSL","No","No",NA,"Credit card (automatic)",54.15,3116.15,10.83,"No"
"Male","Yes",37,"No","No phone service","DSL","No","No","One year","Electronic check",40.2,1525.35,8.04,"No"
"Female","Yes",37,"Yes","No","DSL","No",NA,"Two year","Bank transfer (automatic)",65.6,1415.425,13.12,"No"
"Female","No",58,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",79.8,4526.85,15.96,"No"
"Male","No",10,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.85,193.05,3.97,"No"
"Male","No",62,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",90.7,5586.45,18.14,"No"
"Male","No",64,"Yes","Yes",NA,"Yes","Yes","One year",NA,100.05,6254.2,20.01,NA
"Female","No",51,"Yes",NA,"No","No internet service","No internet service","Two year",NA,70.3,1415.425,14.05,"No"
"Male","No",1,"Yes","No",NA,"No","Yes","Month-to-month","Mailed check",55.7,55.7,11.14,"Yes"
"Female","Yes",9,NA,"No","DSL","No","No",NA,"Mailed check",48.6,1415.425,9.72,"No"
"Male","No",1,"Yes","No","Fiber optic","Yes","No","Month-to-month","Electronic check",79.1,79.1,15.82,"Yes"
"Female","No",11,"Yes","No","DSL","Yes","Yes","Month-to-month","Mailed check",70.5,829.3,14.1,"No"
"Male","Yes",61,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Credit card (automatic)",115.1,7008.15,23.02,"No"
"Male","No",31,"Yes","Yes","Fiber optic","No","No","Month-to-month",NA,70.3,2640.55,14.05,"No"
"Female","Yes",12,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",82.3,82.3,16.46,"Yes"
"Female","No",66,"Yes","No","DSL","No","No","One year","Mailed check",54.8,3465.7,10.96,"No"
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.7,1415.425,3.94,"Yes"
"Female","No",18,"Yes","Yes","DSL","No","No","Month-to-month","Electronic check",50.3,1415.425,10.06,"No"
"Female","No",56,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",98.25,5508.35,19.65,"Yes"
"Female","No",56,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.55,1080.55,3.91,"No"
"Male","No",24,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",101.05,2391.8,20.21,"Yes"
"Male","Yes",5,NA,"No","Fiber optic","No","Yes","Month-to-month","Mailed check",90.35,434.5,18.07,"No"
"Female","No",2,"Yes","Yes","Fiber optic","Yes","No",NA,"Electronic check",70.3,193.6,14.05,"Yes"
"Female","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Two year",NA,105.5,7544,21.1,"No"
"Male","No",1,"No","No phone service","No","No internet service","No","Month-to-month",NA,24.25,1415.425,4.85,"Yes"
"Male","No",15,"Yes","Yes","Fiber optic","No","Yes",NA,"Electronic check",70.3,1451.1,14.05,"No"
"Male","No",67,"Yes","Yes","Fiber optic","Yes",NA,NA,"Bank transfer (automatic)",111.3,1415.425,22.26,"No"
